u,e,k,min,threshold,value,Topic Recall,Class Entropy,Cluster Entropy,Total Entropy,Mean_Newsworthiness,NumberOfEvents
5,5,10,2,4,2,0.7140,0.5625,0.9492,0.7559,62.91,1330
5,5,10,2,6,1,0.7297,0.6834,0.7791,0.7313,64.82,1330
5,5,10,2,7,2,0.7187,0.8204,0.6855,0.7529,66.16,1336
5,5,10,2,10,10,0.6645,1.0071,0.7057,0.8564,58.65,1270
5,5,10,3,5,2,0.7310,0.8901,0.5825,0.7363,65.51,1350
5,5,10,3,6,3,0.7326,0.9307,0.6110,0.7709,66.65,1357
5,5,10,4,3,1,0.7086,0.9134,0.6585,0.7859,66.36,1334
5,5,10,4,5,10,0.6955,0.8319,0.7428,0.7874,64.02,1310
5,5,10,6,3,1,0.7226,0.9378,0.5644,0.7511,65.74,1334
5,5,10,8,5,3,0.7143,0.6788,0.9145,0.7967,64.01,1340
5,5,10,8,15,3,0.6160,0.8365,1.0191,0.9278,55.50,1222
5,5,15,1,7,1,0.5492,1.1335,0.9037,1.0186,53.34,1166
5,5,15,1,7,4,0.5775,0.9801,0.9438,0.9620,53.88,1173
5,5,15,1,10,2,0.5624,0.8902,1.1201,1.0052,54.94,1156
5,5,15,2,4,3,0.5644,0.8871,1.1183,1.0027,53.51,1179
5,5,15,2,6,4,0.5844,1.0599,0.8360,0.9479,54.03,1184
5,5,15,3,3,4,0.5643,1.1225,0.8868,1.0047,55.76,1182
5,5,15,3,3,5,0.5819,0.8799,1.0657,0.9728,56.49,1181
5,5,15,3,10,1,0.5763,0.7967,1.1336,0.9652,55.68,1168
5,5,15,3,15,5,0.5085,0.9966,1.1159,1.0563,50.02,1116
5,5,15,4,3,3,0.5851,1.0834,0.8201,0.9517,56.12,1185
5,5,15,4,5,3,0.5903,1.0925,0.8099,0.9512,55.60,1194
5,5,15,4,6,5,0.5838,1.0325,0.8666,0.9496,55.94,1195
5,5,15,5,4,5,0.5886,1.0313,0.9094,0.9704,56.36,1192
5,5,15,5,5,1,0.5933,0.9417,0.9149,0.9283,58.37,1188
5,5,15,6,3,3,0.5757,1.0930,0.8926,0.9928,53.54,1185
5,5,15,6,6,2,0.5811,0.8561,1.0810,0.9686,55.39,1192
5,5,20,1,3,10,0.4080,1.1123,1.2123,1.1623,43.76,995
5,5,20,1,4,5,0.4447,0.9920,1.2535,1.1228,48.98,1014
5,5,20,2,7,3,0.4316,1.2437,1.1126,1.1782,46.70,1022
5,5,20,2,15,2,0.3941,1.3415,1.0718,1.2066,45.34,975
5,5,20,3,6,3,0.4474,1.0152,1.2821,1.1487,47.29,1027
5,5,20,3,6,5,0.4524,1.0213,1.2363,1.1288,47.52,1027
5,5,20,4,4,5,0.4446,1.0467,1.2100,1.1283,45.21,1027
5,5,20,4,6,5,0.4438,1.1437,1.1332,1.1385,46.33,1029
5,5,20,5,6,10,0.4428,1.2815,1.0374,1.1594,45.48,1013
5,5,20,8,4,3,0.4353,1.2640,1.0014,1.1327,46.53,1020
5,5,20,8,6,2,0.4433,1.0152,1.2573,1.1363,46.13,1021
5,5,20,8,15,10,0.4039,1.1080,1.2542,1.1811,44.30,961
5,10,3,1,3,3,0.6766,0.8541,0.8223,0.8382,62.83,1281
5,10,3,1,3,4,0.6588,0.9479,0.7564,0.8521,59.55,1282
5,10,3,1,3,5,0.6831,0.7060,0.9815,0.8438,62.80,1281
5,10,3,1,4,3,0.6949,0.8752,0.6999,0.7876,62.10,1289
5,10,3,2,5,1,0.7040,0.6511,0.9508,0.8010,64.31,1298
5,10,3,3,5,1,0.6823,0.8427,0.7781,0.8104,62.52,1310
5,10,4,1,3,3,0.6937,0.9776,0.5968,0.7872,61.37,1295
5,10,4,1,10,3,0.6753,1.0290,0.6843,0.8566,61.86,1284
5,10,4,1,15,2,0.6014,0.9215,0.9362,0.9288,58.88,1199
5,10,4,2,7,1,0.6816,0.6518,0.9910,0.8214,61.35,1313
5,10,4,2,10,10,0.6490,0.9379,0.7900,0.8640,60.14,1258
5,10,4,3,4,1,0.6877,0.9927,0.5985,0.7956,64.02,1320
5,10,4,3,5,5,0.7240,0.8997,0.6401,0.7699,66.69,1338
5,10,4,3,7,4,0.7373,0.7312,0.7429,0.7371,66.15,1339
5,10,4,4,5,3,0.7155,0.7078,0.8351,0.7714,66.30,1346
5,10,4,4,15,1,0.6058,0.8769,0.9509,0.9139,57.06,1218
5,10,5,1,4,1,0.7042,0.7281,0.8791,0.8036,65.63,1301
5,10,5,1,6,5,0.6949,0.6651,0.9232,0.7942,63.97,1319
5,10,5,2,3,4,0.7097,0.8003,0.7831,0.7917,62.12,1321
5,10,5,2,7,4,0.7336,0.7091,0.7831,0.7461,67.42,1336
5,10,5,2,15,2,0.6011,0.7494,1.1389,0.9442,58.43,1216
5,10,5,3,3,2,0.7103,0.7486,0.7787,0.7637,63.87,1328
5,10,5,3,5,1,0.7180,0.9318,0.5844,0.7581,65.78,1336
5,10,5,4,6,2,0.7320,0.6457,0.8168,0.7313,65.64,1354
5,10,5,4,7,4,0.7248,0.8500,0.6525,0.7512,66.15,1359
5,10,5,4,10,2,0.7138,0.6912,0.8258,0.7585,62.38,1323
5,10,5,4,10,4,0.7088,0.8131,0.7701,0.7916,61.57,1329
5,10,5,5,7,1,0.7179,0.8978,0.6451,0.7715,62.78,1347
5,10,6,1,10,2,0.6793,0.7129,0.9746,0.8437,60.72,1291
5,10,6,1,15,2,0.5879,1.0057,0.8772,0.9414,55.08,1207
5,10,6,2,10,5,0.6868,0.8205,0.8143,0.8174,64.38,1311
5,10,6,3,3,5,0.7240,0.9124,0.6422,0.7773,63.25,1336
5,10,6,4,15,10,0.6035,1.0157,0.8979,0.9568,54.67,1202
5,10,10,1,15,5,0.5796,1.0575,0.9028,0.9802,56.67,1179
5,10,10,1,15,10,0.5580,1.0681,0.9048,0.9865,53.53,1152
5,10,10,2,5,5,0.6826,0.6325,1.0076,0.8200,60.53,1289
5,10,10,2,6,1,0.6627,1.0094,0.6817,0.8455,61.50,1281
5,10,10,2,15,2,0.5750,0.8670,1.0952,0.9811,55.67,1187
5,10,10,2,15,3,0.5891,1.1506,0.7615,0.9561,55.68,1189
5,10,10,3,3,1,0.6578,0.8968,0.7926,0.8447,62.18,1278
5,10,10,3,4,1,0.6729,0.6927,0.9789,0.8358,63.25,1285
5,10,10,3,4,3,0.6723,0.9425,0.7723,0.8574,59.46,1295
5,10,10,4,4,2,0.6854,0.8269,0.8268,0.8269,60.91,1298
5,10,10,4,7,1,0.6889,0.6821,0.8985,0.7903,65.05,1296
5,10,10,4,7,5,0.7045,0.6800,0.9353,0.8076,62.91,1307
5,10,10,4,15,4,0.5972,0.8287,1.0867,0.9577,54.22,1202
5,10,10,5,7,2,0.6953,0.6403,0.9892,0.8148,64.41,1305
5,10,10,6,4,4,0.6912,0.9566,0.7010,0.8288,61.72,1303
5,10,10,6,5,4,0.6744,1.0405,0.6785,0.8595,61.02,1308
5,10,10,8,3,3,0.6577,1.0289,0.7280,0.8785,59.48,1277
5,10,15,1,6,4,0.5543,1.1565,0.8229,0.9897,54.02,1146
5,10,15,3,6,4,0.5674,1.0585,0.8788,0.9686,56.61,1161
5,10,15,3,6,5,0.5709,1.1057,0.8225,0.9641,56.60,1161
5,10,15,3,15,4,0.4863,1.2438,0.9683,1.1060,48.01,1093
5,10,15,4,6,10,0.5383,0.9462,1.1508,1.0485,53.84,1139
5,10,15,5,4,4,0.5651,0.8759,1.1029,0.9894,54.39,1163
5,10,15,5,6,2,0.5627,0.9925,0.9460,0.9692,53.24,1164
5,10,15,6,3,5,0.5466,0.9595,1.1056,1.0326,52.26,1156
5,10,15,6,7,10,0.5367,1.1198,0.9496,1.0347,53.55,1138
5,10,20,1,3,5,0.4318,1.0259,1.3247,1.1753,44.02,994
5,10,20,1,5,2,0.4279,1.0938,1.2707,1.1822,44.30,997
5,10,20,2,5,10,0.4290,1.2634,1.0985,1.1810,47.87,988
5,10,20,2,7,3,0.4197,1.2144,1.1610,1.1877,43.48,1004
5,10,20,2,7,4,0.4244,1.2008,1.1108,1.1558,44.95,1004
5,10,20,2,10,2,0.4140,1.0796,1.3280,1.2038,43.30,994
5,10,20,4,3,5,0.4343,1.1660,1.1512,1.1586,47.54,1006
5,10,20,4,6,10,0.4120,1.2686,1.0630,1.1658,43.71,995
5,10,20,4,15,4,0.4028,1.3878,1.0370,1.2124,43.84,966
5,10,20,8,3,1,0.4179,1.0626,1.2478,1.1552,45.65,996
5,10,20,8,6,4,0.4223,1.3150,0.9936,1.1543,43.34,1005
5,10,20,8,7,2,0.4327,1.0215,1.2693,1.1454,48.18,1002
5,10,20,8,10,3,0.4150,0.9909,1.3744,1.1827,42.80,995
5,10,20,8,15,3,0.3905,1.1395,1.2302,1.1848,44.16,960
5,20,3,1,7,2,0.4671,1.2778,0.9429,1.1103,47.70,1057
5,20,3,2,5,3,0.4763,0.9682,1.2164,1.0923,46.35,1065
5,20,3,2,6,3,0.4799,0.9275,1.2666,1.0971,48.13,1066
5,20,3,2,10,10,0.4588,1.1155,1.1060,1.1108,46.58,1036
5,20,3,2,15,5,0.4205,1.0192,1.2823,1.1508,45.39,1014
5,20,3,3,4,10,0.4485,1.2158,1.0187,1.1172,46.93,1049
5,20,3,3,5,4,0.4774,1.1816,1.0032,1.0924,50.95,1071
5,20,4,1,3,3,0.4609,1.0576,1.1880,1.1228,47.07,1059
5,20,4,1,3,4,0.4810,0.9802,1.2670,1.1236,51.24,1060
5,20,4,3,4,3,0.5006,1.2421,0.8800,1.0611,51.60,1074
5,20,4,3,7,4,0.4951,1.1596,1.0130,1.0863,51.02,1077
5,20,4,3,7,5,0.4868,1.1492,1.0534,1.1013,48.94,1076
5,20,4,3,15,4,0.4512,1.3402,0.9457,1.1430,45.73,1024
5,20,4,4,10,10,0.4604,1.2586,1.0166,1.1376,50.17,1050
5,20,5,1,10,2,0.4769,1.0284,1.1987,1.1135,46.92,1056
5,20,5,3,4,1,0.4859,0.9836,1.2395,1.1116,49.87,1074
5,20,5,3,15,10,0.4435,1.3330,0.9895,1.1612,47.74,1010
5,20,5,4,7,3,0.4899,1.1351,1.0632,1.0992,49.92,1083
5,20,5,5,4,2,0.4870,1.0717,1.1280,1.0999,51.74,1081
5,20,5,5,7,10,0.4878,1.1571,1.0495,1.1033,49.34,1064
5,20,6,1,3,2,0.4812,1.0586,1.1683,1.1134,50.91,1062
5,20,6,1,7,4,0.4679,1.1331,1.1376,1.1353,48.00,1070
5,20,6,1,7,10,0.4684,1.0507,1.1547,1.1027,45.75,1050
5,20,6,2,7,2,0.4883,1.1720,1.0385,1.1052,49.44,1075
5,20,6,2,15,3,0.4596,1.0067,1.2772,1.1420,46.42,1023
5,20,6,2,15,10,0.4210,1.0228,1.3083,1.1656,43.65,1007
5,20,6,3,4,4,0.4942,1.1156,1.0677,1.0917,48.04,1080
5,20,6,3,15,2,0.4520,1.2085,1.1050,1.1567,49.55,1026
5,20,6,5,6,5,0.4979,1.1480,1.0518,1.0999,50.04,1087
5,20,6,5,7,4,0.4854,0.9165,1.2256,1.0711,48.96,1086
5,20,6,6,3,10,0.4739,1.0610,1.1129,1.0869,46.52,1059
5,20,6,6,6,1,0.5006,0.9911,1.1678,1.0794,47.99,1081
5,20,10,1,15,1,0.4098,1.1470,1.1964,1.1717,42.54,997
5,20,10,2,6,3,0.4759,1.0628,1.1462,1.1045,49.99,1057
5,20,10,2,10,10,0.4454,1.2701,1.0177,1.1439,47.86,1028
5,20,10,3,3,3,0.4609,0.9506,1.2554,1.1030,46.13,1056
5,20,10,3,10,3,0.4668,0.9475,1.2466,1.0970,50.30,1051
5,20,10,3,10,5,0.4815,1.2711,0.8967,1.0839,50.15,1051
5,20,10,4,5,1,0.4836,1.1639,1.0470,1.1055,48.46,1060
5,20,10,4,15,4,0.4281,1.3667,0.9859,1.1763,47.48,1013
5,20,10,5,6,3,0.4782,0.9260,1.2925,1.1092,46.80,1066
5,20,10,6,7,3,0.4856,1.0446,1.1210,1.0828,50.63,1064
5,20,10,6,15,1,0.4278,1.1948,1.0848,1.1398,43.94,1009
5,20,10,8,6,4,0.4782,1.2991,0.9536,1.1263,48.82,1058
5,20,10,8,10,5,0.4711,1.0033,1.1877,1.0955,49.56,1046
5,20,10,8,15,2,0.4221,1.3267,0.9771,1.1519,44.09,1005
5,20,15,1,3,4,0.4086,1.0679,1.3424,1.2052,42.90,976
5,20,15,1,7,5,0.4091,1.0406,1.3074,1.1740,44.35,980
5,20,15,2,10,3,0.4035,1.3383,1.0808,1.2096,41.94,977
5,20,15,4,5,1,0.4118,1.3050,1.0558,1.1804,44.91,988
5,20,15,4,7,4,0.4190,1.2934,1.0383,1.1658,45.32,992
5,20,15,5,3,2,0.4095,1.3389,0.9866,1.1627,45.74,986
5,20,15,5,5,2,0.4123,1.0976,1.3098,1.2037,45.33,991
5,20,15,5,15,5,0.3884,1.0468,1.3592,1.2030,43.19,950
5,20,15,6,4,1,0.4257,1.2111,1.1369,1.1740,46.19,986
5,20,15,6,5,1,0.4093,1.0791,1.3287,1.2039,45.30,988
5,20,15,6,5,5,0.4179,1.1678,1.2212,1.1945,43.12,991
5,20,15,6,6,5,0.4114,1.1514,1.2638,1.2076,43.54,992
5,20,15,8,5,3,0.4149,1.2078,1.1236,1.1657,47.35,985
5,20,15,8,6,2,0.4201,1.0915,1.2936,1.1925,44.27,984
5,20,15,8,15,4,0.3796,1.1140,1.2831,1.1985,42.29,944
5,20,20,1,3,3,0.3150,1.3635,1.1623,1.2629,38.37,880
5,20,20,1,4,5,0.3223,1.1804,1.4091,1.2948,42.05,882
5,20,20,1,6,2,0.3172,1.2847,1.3286,1.3067,37.28,883
5,20,20,4,3,3,0.3374,1.2476,1.2530,1.2503,42.04,889
5,20,20,4,10,3,0.3347,1.1681,1.3398,1.2539,39.09,886
5,20,20,5,4,3,0.3381,1.1320,1.4041,1.2680,41.15,891
5,20,20,5,7,2,0.3318,1.2013,1.3773,1.2893,41.54,891
5,20,20,5,7,4,0.3397,1.1614,1.3794,1.2704,41.63,893
5,20,20,5,15,10,0.3000,1.2782,1.3502,1.3142,38.42,850
5,20,20,6,3,2,0.3213,1.1987,1.4085,1.3036,39.21,888
5,20,20,6,4,3,0.3245,1.2337,1.3322,1.2830,39.13,891
5,20,20,6,4,5,0.3270,1.2761,1.3164,1.2962,39.45,891
5,20,20,8,5,3,0.3329,1.1214,1.3777,1.2496,39.63,887
5,20,20,8,6,4,0.3461,1.2823,1.2496,1.2659,41.56,888
5,20,20,8,10,5,0.3254,1.3370,1.2455,1.2913,38.81,881
5,20,20,8,15,10,0.3050,1.2451,1.3248,1.2849,39.83,846
6,2,3,2,3,4,0.7341,0.5736,0.8859,0.7297,64.75,1335
6,2,3,2,6,3,0.7449,0.5530,0.8643,0.7086,68.89,1351
6,2,3,2,10,4,0.7158,0.7987,0.7051,0.7519,66.79,1322
6,2,3,3,15,3,0.6267,0.7104,1.0698,0.8901,58.98,1236
6,2,4,1,6,10,0.6992,0.9985,0.6178,0.8082,63.20,1299
6,2,4,1,7,10,0.6776,1.0038,0.6418,0.8228,60.27,1297
6,2,4,1,15,2,0.6296,1.0796,0.6920,0.8858,56.31,1224
6,2,4,4,7,2,0.7597,0.6952,0.6916,0.6934,68.42,1390
6,2,4,4,7,4,0.7760,0.8200,0.5710,0.6955,68.94,1399
6,2,4,4,7,5,0.7895,0.5175,0.7616,0.6396,69.76,1397
6,2,4,4,15,10,0.6215,1.0701,0.7064,0.8882,56.11,1218
6,2,5,1,4,1,0.7426,0.7171,0.7547,0.7359,66.87,1339
6,2,5,2,4,1,0.7495,0.6403,0.8170,0.7286,67.64,1359
6,2,5,4,4,10,0.7354,0.9190,0.6096,0.7643,63.98,1338
6,2,5,4,15,3,0.6413,0.8531,0.9320,0.8926,61.89,1260
6,2,5,5,4,10,0.7271,0.8424,0.6693,0.7558,64.48,1341
6,2,5,5,10,1,0.7582,0.6950,0.7080,0.7015,69.18,1361
6,2,5,5,15,2,0.6649,1.0016,0.6867,0.8442,62.13,1258
6,2,6,1,3,4,0.7573,0.9253,0.5285,0.7269,66.67,1347
6,2,6,2,5,1,0.7544,0.5288,0.8574,0.6931,69.32,1370
6,2,6,2,6,2,0.7718,0.8994,0.5109,0.7052,70.90,1382
6,2,6,2,7,5,0.7722,0.7547,0.6494,0.7020,66.65,1386
6,2,6,3,3,2,0.7627,0.6833,0.6697,0.6765,68.36,1377
6,2,6,3,15,3,0.6550,0.8203,0.9375,0.8789,61.05,1257
6,2,6,4,5,10,0.7378,0.6564,0.8428,0.7496,65.53,1348
6,2,6,5,3,1,0.7629,0.6909,0.6617,0.6763,66.30,1381
6,2,10,1,10,2,0.6784,0.8861,0.7555,0.8208,63.05,1280
6,2,10,1,15,4,0.6088,0.8493,0.9819,0.9156,59.11,1203
6,2,10,2,4,4,0.7124,0.9301,0.5774,0.7537,62.14,1321
6,2,10,2,5,3,0.7257,0.9357,0.6083,0.7720,66.87,1325
6,2,10,2,5,4,0.7213,0.6425,0.9204,0.7814,64.49,1326
6,2,10,2,6,10,0.6854,0.9816,0.6467,0.8141,64.09,1281
6,2,10,3,3,4,0.7206,0.8946,0.5927,0.7437,65.44,1324
6,2,10,4,7,1,0.7457,0.8178,0.6648,0.7413,66.34,1333
6,2,10,4,15,2,0.6300,0.8275,1.0153,0.9214,56.27,1223
6,2,10,5,6,5,0.7348,0.5380,0.9244,0.7312,67.73,1351
6,2,10,5,15,2,0.6226,0.9772,0.8589,0.9180,59.08,1224
6,2,10,6,10,5,0.7160,0.9116,0.6400,0.7758,63.66,1318
6,2,10,8,4,4,0.7220,0.7323,0.7481,0.7402,62.72,1321
6,2,10,8,4,10,0.6741,0.6229,1.0162,0.8196,61.24,1275
6,2,10,8,5,3,0.7149,0.6861,0.8582,0.7722,66.15,1325
6,2,10,8,10,3,0.6821,0.9880,0.7018,0.8449,62.06,1299
6,2,10,8,10,10,0.6643,0.7201,1.0180,0.8691,59.20,1258
6,2,10,8,15,3,0.6163,0.8737,0.9152,0.8944,57.49,1213
6,2,15,1,3,1,0.5734,0.9795,1.0122,0.9959,53.61,1151
6,2,15,1,4,1,0.5826,0.9546,1.0184,0.9865,53.74,1155
6,2,15,1,4,4,0.5724,0.9636,1.0003,0.9820,55.92,1162
6,2,15,1,4,5,0.5790,0.8151,1.1353,0.9752,57.72,1161
6,2,15,2,7,10,0.5545,1.2027,0.8366,1.0196,54.59,1147
6,2,15,2,10,10,0.5387,1.0453,1.0201,1.0327,51.84,1134
6,2,15,3,6,5,0.5865,0.8305,1.1286,0.9796,55.63,1182
6,2,15,3,7,10,0.5719,1.0599,0.9265,0.9932,55.75,1154
6,2,15,3,10,10,0.5554,0.9142,1.1402,1.0272,54.83,1140
6,2,15,4,3,3,0.5894,0.9004,1.0526,0.9765,55.72,1177
6,2,15,4,15,5,0.5325,1.0350,1.0695,1.0522,50.75,1112
6,2,15,5,15,2,0.5222,0.8595,1.2272,1.0433,53.79,1112
6,2,15,6,6,10,0.5715,0.9848,0.9933,0.9891,52.33,1158
6,2,15,6,7,1,0.5706,1.0559,0.9361,0.9960,54.95,1178
6,2,15,6,15,2,0.5130,1.0124,1.0700,1.0412,48.80,1111
6,2,15,6,15,5,0.5300,1.1931,0.9072,1.0502,54.24,1112
6,2,20,1,7,10,0.4152,1.1937,1.1951,1.1944,42.60,995
6,2,20,2,6,10,0.4283,1.0720,1.2763,1.1741,46.48,1001
6,2,20,2,15,5,0.3957,1.1032,1.3276,1.2154,44.57,972
6,2,20,3,6,4,0.4400,1.1961,1.0985,1.1473,46.07,1022
6,2,20,3,7,10,0.4435,1.1594,1.1751,1.1673,47.91,1004
6,2,20,3,10,5,0.4429,1.2119,1.1057,1.1588,44.90,1012
6,2,20,4,10,1,0.4320,1.1923,1.1426,1.1674,47.94,1010
6,2,20,5,3,5,0.4470,0.9584,1.2906,1.1245,46.71,1019
6,2,20,5,15,2,0.4145,1.1936,1.1750,1.1843,45.77,977
6,2,20,6,6,10,0.4394,1.1132,1.1582,1.1357,46.96,1007
6,2,20,8,4,4,0.4435,1.3117,0.9402,1.1260,44.50,1015
6,2,20,8,5,10,0.4248,1.2085,1.1149,1.1617,44.69,1000
6,2,20,8,10,10,0.4180,1.2277,1.1140,1.1709,42.74,992
6,3,3,1,4,5,0.7268,0.6379,0.8317,0.7348,64.74,1335
6,3,3,2,6,10,0.7159,0.7416,0.8543,0.7979,62.27,1310
6,3,3,3,3,10,0.7044,0.5998,0.9372,0.7685,62.50,1307
6,3,4,1,5,1,0.7361,0.8649,0.6410,0.7530,67.75,1346
6,3,4,1,6,10,0.7050,0.8410,0.7263,0.7836,64.95,1309
6,3,4,2,4,1,0.7476,0.6009,0.8043,0.7026,67.42,1361
6,3,4,2,5,5,0.7729,0.6598,0.7347,0.6973,67.95,1383
6,3,4,2,15,2,0.6568,0.8135,0.8755,0.8445,59.81,1243
6,3,4,3,3,2,0.7756,0.8158,0.5589,0.6874,68.61,1374
6,3,4,3,3,10,0.7169,0.8911,0.6241,0.7576,62.10,1322
6,3,4,3,4,4,0.7787,0.8396,0.5546,0.6971,68.76,1395
6,3,4,3,5,2,0.7733,0.5172,0.8122,0.6647,68.05,1395
6,3,4,3,6,5,0.7782,0.7659,0.5551,0.6605,71.12,1405
6,3,4,3,15,10,0.6219,0.8972,0.9451,0.9211,58.25,1220
6,3,4,4,3,10,0.7283,0.9516,0.5676,0.7596,66.71,1330
6,3,4,4,7,3,0.7908,0.7127,0.6300,0.6714,71.98,1415
6,3,4,4,15,2,0.6539,0.7443,0.9410,0.8426,58.86,1257
6,3,5,2,5,10,0.7291,0.7037,0.8507,0.7772,67.42,1334
6,3,5,2,6,3,0.7884,0.7534,0.5882,0.6708,67.17,1400
6,3,5,3,3,4,0.7871,0.4519,0.8315,0.6417,70.91,1397
6,3,5,4,5,3,0.8258,0.4856,0.6838,0.5847,70.61,1434
6,3,5,4,5,10,0.7384,0.7428,0.7739,0.7583,64.61,1356
6,3,6,1,7,10,0.7051,0.9597,0.6418,0.8008,62.90,1319
6,3,6,2,4,1,0.7579,0.7418,0.6648,0.7033,66.95,1377
6,3,6,2,5,3,0.7986,0.5972,0.6762,0.6367,71.11,1402
6,3,6,2,10,10,0.6999,0.6391,0.9631,0.8011,65.71,1310
6,3,6,3,5,1,0.7844,0.5936,0.7512,0.6724,67.70,1404
6,3,6,3,6,3,0.8260,0.7551,0.4611,0.6081,74.68,1428
6,3,6,4,15,4,0.6805,0.6357,1.0184,0.8271,62.62,1272
6,3,6,4,15,10,0.6532,1.0184,0.7051,0.8617,61.37,1234
6,3,6,5,5,3,0.8246,0.7320,0.4467,0.5893,69.94,1447
6,3,6,5,5,5,0.8331,0.7649,0.3838,0.5744,74.69,1447
6,3,6,5,15,1,0.6705,0.8260,0.8833,0.8547,63.51,1264
6,3,6,6,6,4,0.8358,0.3888,0.7277,0.5583,74.56,1449
6,3,6,6,6,5,0.8251,0.4948,0.7245,0.6097,70.54,1446
6,3,10,1,7,1,0.7178,0.8456,0.7435,0.7946,63.37,1307
6,3,10,1,7,5,0.7052,0.8146,0.7599,0.7872,64.43,1318
6,3,10,2,6,4,0.7315,0.8403,0.6702,0.7553,64.08,1339
6,3,10,2,7,2,0.7232,0.6544,0.8736,0.7640,65.92,1331
6,3,10,3,3,3,0.7266,0.8537,0.6692,0.7614,66.72,1334
6,3,10,3,5,10,0.7042,0.6483,0.9144,0.7813,64.90,1299
6,3,10,3,15,2,0.6244,0.9252,0.9357,0.9304,56.55,1225
6,3,10,4,15,5,0.6512,1.0283,0.7479,0.8881,57.76,1233
6,3,10,5,7,2,0.7335,0.6826,0.8068,0.7447,64.30,1356
6,3,10,6,15,1,0.6361,0.9338,0.8579,0.8959,59.82,1225
6,3,10,8,10,1,0.6886,0.9139,0.7293,0.8216,61.64,1298
6,3,10,8,10,4,0.6985,0.6629,0.9099,0.7864,61.00,1310
6,3,10,8,15,4,0.6101,1.0916,0.7804,0.9360,58.45,1220
6,3,15,1,5,1,0.5702,0.8902,1.0480,0.9691,54.46,1164
6,3,15,1,5,4,0.5862,0.8219,1.0779,0.9499,55.47,1171
6,3,15,1,5,5,0.5923,0.8646,1.0235,0.9441,58.13,1170
6,3,15,2,5,3,0.5768,0.8332,1.1198,0.9765,54.20,1180
6,3,15,3,3,1,0.5852,1.0151,0.9262,0.9707,56.68,1172
6,3,15,3,5,1,0.5859,0.9953,0.9559,0.9756,57.69,1180
6,3,15,3,5,10,0.5720,0.7963,1.1526,0.9744,53.74,1159
6,3,15,3,6,3,0.5952,0.9185,0.9625,0.9405,55.21,1188
6,3,15,3,7,1,0.5826,0.8282,1.0900,0.9591,54.16,1180
6,3,15,3,10,5,0.5958,1.1356,0.7447,0.9401,53.91,1172
6,3,15,4,3,4,0.5920,0.7820,1.1134,0.9477,54.95,1184
6,3,15,4,4,5,0.5907,0.8592,1.0924,0.9758,56.73,1188
6,3,15,4,6,10,0.5787,1.0225,0.8771,0.9498,56.17,1164
6,3,15,4,10,10,0.5584,1.0549,0.9345,0.9947,51.82,1149
6,3,15,4,15,10,0.4981,1.2705,0.8748,1.0727,48.11,1095
6,3,15,5,4,1,0.5849,0.8140,1.1366,0.9753,57.23,1183
6,3,15,6,4,4,0.6041,0.8390,0.9962,0.9176,54.99,1189
6,3,15,8,3,2,0.5830,0.8670,1.0612,0.9641,57.84,1169
6,3,15,8,5,10,0.5665,0.8009,1.1728,0.9869,52.48,1153
6,3,15,8,7,1,0.5828,1.1716,0.8019,0.9868,55.67,1173
6,3,20,1,10,2,0.4355,1.3675,0.9780,1.1728,46.91,1004
6,3,20,2,3,1,0.4470,1.2224,1.0929,1.1576,48.47,1012
6,3,20,2,4,3,0.4469,1.1787,1.0592,1.1189,46.75,1018
6,3,20,2,4,10,0.4369,0.9805,1.3286,1.1546,46.23,1002
6,3,20,2,5,5,0.4373,1.2672,1.0205,1.1438,45.86,1020
6,3,20,2,7,2,0.4352,1.0609,1.2583,1.1596,45.61,1019
6,3,20,2,15,3,0.4070,1.3620,1.0622,1.2121,46.54,975
6,3,20,2,15,5,0.4118,1.3095,1.0403,1.1749,44.98,975
6,3,20,3,4,10,0.4398,1.0820,1.1710,1.1265,45.83,1006
6,3,20,3,7,2,0.4471,1.3179,0.9380,1.1280,47.21,1023
6,3,20,4,15,1,0.4124,1.2599,1.1101,1.1850,44.77,977
6,3,20,5,15,2,0.4064,1.0737,1.3015,1.1876,43.45,980
6,3,20,8,10,3,0.4446,0.9868,1.3009,1.1438,46.99,1011
6,5,3,1,3,1,0.7196,0.6568,0.8506,0.7537,65.09,1323
6,5,3,1,6,1,0.7342,0.8626,0.6252,0.7439,64.16,1340
6,5,3,1,10,1,0.7017,0.6882,0.8897,0.7890,64.36,1311
6,5,4,1,3,4,0.7490,0.7495,0.7170,0.7333,64.79,1355
6,5,4,1,5,1,0.7574,0.4935,0.8903,0.6919,65.90,1356
6,5,4,3,3,4,0.7812,0.6825,0.6228,0.6527,67.32,1395
6,5,4,3,5,5,0.7885,0.7694,0.5881,0.6788,67.65,1417
6,5,4,3,6,5,0.8207,0.4186,0.8012,0.6099,71.99,1420
6,5,4,4,5,2,0.8079,0.6336,0.6640,0.6488,71.11,1423
6,5,4,4,5,5,0.8125,0.7005,0.5789,0.6397,69.59,1431
6,5,4,4,7,1,0.7908,0.5099,0.8051,0.6575,69.87,1410
6,5,5,1,4,10,0.6954,0.9542,0.7019,0.8281,64.97,1319
6,5,5,1,7,4,0.7920,0.8298,0.4628,0.6463,72.16,1386
6,5,5,1,10,10,0.6804,0.6992,0.9432,0.8212,61.41,1299
6,5,5,2,10,3,0.7477,0.5498,0.8658,0.7078,65.08,1371
