u,e,k,min,threshold,value,Topic Recall,Total Entropy
4,2,10,6,6,10,0.4852,1.0153
4,2,10,6,15,3,0.4435,1.0349
4,2,10,8,10,2,0.4940,1.0826
4,2,10,8,15,3,0.4314,1.0121
4,2,15,1,6,10,0.5037,0.9784
4,2,15,3,6,1,0.5447,1.0475
4,2,15,4,15,4,0.4754,1.0762
4,2,15,5,5,4,0.5491,1.1185
4,2,15,5,7,2,0.5601,1.1498
4,2,15,6,3,5,0.5283,1.0574
4,2,15,6,10,10,0.5222,1.1215
4,2,15,6,15,10,0.4688,1.0703
4,2,15,8,7,1,0.5379,1.1173
4,2,15,8,7,4,0.5437,1.1802
4,2,15,8,7,10,0.5387,1.0925
4,2,15,8,10,3,0.5243,1.1847
4,2,20,1,4,2,0.4776,0.9074
4,2,20,1,6,1,0.4623,0.9309
4,2,20,2,5,3,0.4988,0.9628
4,2,20,3,3,4,0.5063,0.9465
4,2,20,3,3,10,0.4809,0.9077
4,2,20,3,4,3,0.4837,0.9693
4,2,20,4,6,2,0.4921,1.0317
4,2,20,4,6,5,0.5044,1.0426
4,2,20,4,6,10,0.4858,0.9892
4,2,20,4,7,5,0.5135,1.0388
4,2,20,5,6,3,0.4940,1.0472
4,2,20,6,5,4,0.5027,1.0354
4,2,20,6,10,3,0.5000,1.1001
4,2,20,6,10,4,0.5013,1.1032
4,2,20,8,3,3,0.5029,0.9780
4,2,20,8,6,1,0.5055,1.0202
4,2,20,8,10,10,0.4756,1.0328
4,3,3,1,4,2,0.3699,0.6539
4,3,3,1,6,5,0.3764,0.6746
4,3,3,1,6,10,0.3679,0.6687
4,3,3,2,4,1,0.3804,0.6450
4,3,3,3,4,4,0.3852,0.6693
4,3,3,3,5,2,0.3702,0.6803
4,3,4,1,4,1,0.3886,0.6903
4,3,4,2,5,4,0.4040,0.7414
4,3,4,2,7,2,0.3911,0.7371
4,3,4,2,10,1,0.3899,0.7555
4,3,4,2,15,1,0.3577,0.7135
4,3,4,3,4,2,0.3942,0.7297
4,3,4,3,7,4,0.4073,0.7635
4,3,4,3,10,1,0.3968,0.7571
4,3,4,3,10,5,0.4072,0.7773
4,3,4,3,15,1,0.3637,0.7441
4,3,4,4,3,5,0.3907,0.7198
4,3,4,4,15,2,0.3727,0.7539
4,3,4,4,15,3,0.3645,0.7536
4,3,5,1,10,1,0.3926,0.7909
4,3,5,2,6,10,0.4073,0.7725
4,3,5,2,7,5,0.4129,0.8008
4,3,5,3,7,1,0.4185,0.8018
4,3,5,3,7,5,0.4259,0.8246
4,3,5,4,15,1,0.3826,0.7730
4,3,5,5,4,5,0.4205,0.7942
4,3,5,5,5,1,0.4182,0.8073
4,3,5,5,15,5,0.3906,0.8161
4,3,6,1,6,10,0.4319,0.7944
4,3,6,1,7,5,0.4333,0.8165
4,3,6,1,10,3,0.4272,0.8354
4,3,6,3,4,4,0.4363,0.8323
4,3,6,3,5,2,0.4431,0.8161
4,3,6,3,5,3,0.4427,0.8470
4,3,6,3,6,1,0.4439,0.8364
4,3,6,3,10,3,0.4271,0.8658
4,3,6,4,4,5,0.4551,0.8463
4,3,6,4,5,4,0.4549,0.8505
4,3,6,4,6,3,0.4331,0.8743
4,3,6,5,3,3,0.4346,0.8256
4,3,6,5,3,5,0.4479,0.8233
4,3,6,5,4,10,0.4270,0.8006
4,3,6,5,15,2,0.3884,0.8528
4,3,6,6,3,1,0.4375,0.8096
4,3,6,6,3,3,0.4469,0.8253
4,3,6,6,3,4,0.4443,0.8104
4,3,6,6,4,1,0.4338,0.8408
4,3,6,6,5,2,0.4356,0.8435
4,3,6,6,5,5,0.4637,0.8657
4,3,10,1,3,5,0.4929,0.9125
4,3,10,1,5,1,0.4761,0.9302
4,3,10,1,6,3,0.5043,0.9707
4,3,10,1,10,3,0.4784,0.9923
4,3,10,2,3,2,0.5038,0.9183
4,3,10,2,5,2,0.5072,0.9667
4,3,10,2,6,2,0.5191,0.9917
4,3,10,3,5,3,0.5246,0.9977
4,3,10,3,7,1,0.4969,1.0250
4,3,10,4,4,10,0.5046,0.9674
4,3,10,4,5,3,0.5130,1.0268
4,3,10,5,10,10,0.4914,1.0458
4,3,10,6,4,10,0.4917,0.9670
4,3,10,6,10,3,0.5084,1.1156
4,3,10,8,5,1,0.5197,1.0231
4,3,10,8,5,5,0.5317,1.0502
4,3,10,8,6,3,0.5222,1.0622
4,3,10,8,6,10,0.4989,1.0071
4,3,15,1,5,10,0.5202,0.9814
4,3,15,1,7,2,0.5188,1.0356
4,3,15,1,7,3,0.5329,1.0501
4,3,15,2,4,1,0.5377,0.9854
4,3,15,2,7,1,0.5418,1.0512
4,3,15,3,6,3,0.5587,1.1063
4,3,15,4,4,1,0.5329,1.0420
4,3,15,4,6,2,0.5571,1.1047
4,3,15,5,3,4,0.5606,1.0405
4,3,15,5,4,5,0.5709,1.0918
4,3,15,5,7,10,0.5474,1.1018
4,3,15,5,10,1,0.5358,1.1765
4,3,15,5,10,2,0.5504,1.1926
4,3,15,6,5,1,0.5567,1.0838
4,3,15,6,10,2,0.5503,1.1966
4,3,15,8,6,5,0.5672,1.1676
4,3,20,1,3,10,0.4843,0.8644
4,3,20,1,6,1,0.4923,0.9412
4,3,20,1,6,10,0.4755,0.9404
4,3,20,1,7,10,0.4918,0.9313
4,3,20,2,5,10,0.4976,0.9549
4,3,20,2,7,1,0.5054,0.9903
4,3,20,2,7,3,0.5200,1.0093
4,3,20,2,7,10,0.4942,0.9788
4,3,20,2,10,1,0.4962,1.0028
4,3,20,2,15,10,0.4380,0.9402
4,3,20,3,5,2,0.4985,1.0028
4,3,20,3,10,3,0.5135,1.0726
4,3,20,4,3,5,0.5103,0.9584
4,3,20,4,4,10,0.5071,0.9674
4,3,20,4,10,2,0.5075,1.0618
4,3,20,4,10,3,0.4968,1.0837
4,3,20,5,10,3,0.4940,1.0889
4,3,20,5,10,10,0.5104,1.0474
4,3,20,6,10,4,0.5095,1.1027
4,3,20,8,3,4,0.5184,0.9847
4,3,20,8,7,5,0.5209,1.0737
4,5,3,1,10,1,0.3604,0.7064
4,5,3,2,15,4,0.3556,0.6980
4,5,3,3,3,2,0.3953,0.6614
4,5,3,3,5,3,0.4019,0.7132
4,5,3,3,5,5,0.3857,0.6998
4,5,4,1,15,4,0.3566,0.7326
4,5,4,2,3,2,0.4003,0.6912
4,5,4,2,6,1,0.4011,0.7463
4,5,4,2,6,3,0.4183,0.7333
4,5,4,2,6,10,0.3872,0.7189
4,5,4,2,7,3,0.4152,0.7649
4,5,4,3,5,4,0.4275,0.7662
4,5,4,4,4,1,0.4110,0.7170
4,5,4,4,5,10,0.4043,0.7388
4,5,5,1,3,1,0.4111,0.7304
4,5,5,1,7,3,0.4173,0.7858
4,5,5,1,15,5,0.3833,0.7619
4,5,5,2,7,1,0.4246,0.7900
4,5,5,4,15,1,0.4069,0.7885
4,5,5,4,15,4,0.3997,0.8177
4,5,5,5,4,2,0.4372,0.7954
4,5,5,5,5,10,0.4208,0.7853
4,5,5,5,6,4,0.4465,0.8365
4,5,5,5,10,1,0.4147,0.8274
4,5,5,5,10,4,0.4367,0.8634
4,5,6,1,3,1,0.4419,0.7505
4,5,6,1,5,4,0.4421,0.8144
4,5,6,1,6,3,0.4416,0.8268
4,5,6,1,7,1,0.4516,0.8028
4,5,6,2,4,1,0.4534,0.7984
4,5,6,2,5,3,0.4588,0.8352
4,5,6,2,5,4,0.4649,0.8325
4,5,6,2,5,5,0.4414,0.8338
4,5,6,3,4,1,0.4413,0.8216
4,5,6,3,5,3,0.4697,0.8498
4,5,6,3,6,4,0.4721,0.8582
4,5,6,4,7,4,0.4751,0.8984
4,5,6,5,5,5,0.4630,0.8710
4,5,10,1,3,5,0.5103,0.9285
4,5,10,1,6,1,0.5164,0.9443
4,5,10,3,3,2,0.5326,0.9460
4,5,10,4,4,4,0.5301,1.0007
4,5,10,4,5,5,0.5616,1.0307
4,5,10,5,5,5,0.5541,1.0665
4,5,10,5,6,10,0.5397,1.0138
4,5,10,6,5,3,0.5491,1.0480
4,5,10,6,10,4,0.5392,1.1462
4,5,10,6,15,1,0.4769,1.0333
4,5,10,8,6,4,0.5553,1.0830
4,5,10,8,6,10,0.5274,1.0403
4,5,15,1,3,1,0.5442,0.9511
4,5,15,1,3,3,0.5463,0.9664
4,5,15,2,6,5,0.5931,1.0831
4,5,15,3,4,5,0.5964,1.0592
4,5,15,3,10,2,0.5679,1.1596
4,5,15,4,4,5,0.6158,1.0790
4,5,15,5,6,2,0.5965,1.1371
4,5,15,5,6,4,0.6182,1.1831
4,5,15,5,6,10,0.5968,1.1004
4,5,15,6,3,10,0.5828,1.0376
4,5,15,8,5,10,0.5806,1.0771
4,5,15,8,7,10,0.5755,1.1433
4,5,20,2,3,2,0.5213,0.9327
4,5,20,2,3,10,0.5071,0.9136
4,5,20,2,4,2,0.5359,0.9470
4,5,20,2,7,4,0.5299,1.0429
4,5,20,2,15,10,0.4543,0.9614
4,5,20,3,6,4,0.5425,1.0486
4,5,20,3,6,5,0.5447,1.0332
4,5,20,4,3,10,0.5060,0.9557
4,5,20,4,4,3,0.5433,0.9934
4,5,20,4,5,2,0.5385,1.0364
4,5,20,5,5,4,0.5365,1.0495
4,5,20,5,6,4,0.5657,1.0630
4,5,20,5,15,2,0.4703,1.0239
4,5,20,6,6,4,0.5401,1.0989
4,5,20,6,10,2,0.5501,1.1000
4,5,20,6,15,3,0.4847,1.0396
4,5,20,8,3,5,0.5414,1.0093
4,5,20,8,5,1,0.5345,1.0332
4,10,3,1,4,4,0.3901,0.6341
4,10,3,1,4,5,0.3974,0.6299
4,10,3,2,7,4,0.4022,0.6773
4,10,3,2,10,1,0.3924,0.6616
4,10,3,2,15,3,0.3729,0.6689
4,10,3,3,4,1,0.3918,0.6303
4,10,4,1,4,1,0.4236,0.6670
4,10,4,1,4,10,0.4142,0.6615
4,10,4,1,6,4,0.4144,0.6939
4,10,4,1,7,1,0.4201,0.6844
4,10,4,1,7,2,0.4153,0.6898
4,10,4,2,3,5,0.4178,0.6608
4,10,4,2,4,2,0.4265,0.6794
4,10,4,2,5,4,0.4252,0.7084
4,10,4,2,10,5,0.4271,0.7465
4,10,4,3,3,1,0.4229,0.6753
4,10,4,3,5,2,0.4194,0.6910
4,10,4,3,7,4,0.4436,0.7367
4,10,4,4,4,2,0.4415,0.6890
4,10,5,1,3,3,0.4309,0.7049
4,10,5,2,15,1,0.4102,0.7209
4,10,5,2,15,2,0.4013,0.7361
4,10,5,3,5,2,0.4508,0.7430
4,10,5,3,6,10,0.4374,0.7371
4,10,5,3,15,1,0.4072,0.7359
4,10,5,4,4,5,0.4550,0.7623
4,10,5,4,10,3,0.4595,0.7947
4,10,5,5,5,10,0.4478,0.7322
4,10,5,5,7,4,0.4610,0.7980
4,10,6,1,4,4,0.4726,0.7649
4,10,6,2,5,3,0.4728,0.7702
4,10,6,2,15,4,0.4334,0.7983
4,10,6,2,15,10,0.4132,0.7433
4,10,6,3,10,2,0.4646,0.8186
4,10,6,4,7,1,0.4737,0.8180
4,10,6,5,4,3,0.4696,0.8126
4,10,6,6,5,2,0.4933,0.8074
4,10,6,6,7,4,0.4931,0.8507
4,10,10,1,4,4,0.5422,0.8953
4,10,10,1,10,5,0.5353,0.9472
4,10,10,2,3,1,0.5367,0.8651
4,10,10,2,3,4,0.5617,0.8976
4,10,10,2,4,3,0.5584,0.8986
4,10,10,2,5,2,0.5438,0.9149
4,10,10,2,7,1,0.5379,0.9374
4,10,10,2,7,10,0.5460,0.9361
4,10,10,3,6,1,0.5738,0.9552
4,10,10,4,4,3,0.5762,0.9292
4,10,10,4,5,10,0.5741,0.9376
4,10,10,5,3,3,0.5702,0.9188
4,10,10,5,7,10,0.5571,0.9786
4,10,10,6,3,4,0.5840,0.9382
4,10,10,6,5,10,0.5528,0.9407
4,10,10,8,10,3,0.5503,1.0473
4,10,15,1,5,5,0.6056,0.9625
4,10,15,1,6,2,0.6102,0.9762
4,10,15,2,3,2,0.6084,0.9324
4,10,15,2,4,1,0.6030,0.9360
4,10,15,2,7,5,0.6204,1.0216
4,10,15,3,10,2,0.6260,1.0486
4,10,15,3,15,2,0.5303,1.0115
4,10,15,6,5,1,0.6633,1.0371
4,10,15,6,7,1,0.6439,1.0647
4,10,15,6,10,5,0.6418,1.1263
4,10,15,8,6,2,0.6508,1.0514
4,10,15,8,7,1,0.6496,1.0644
4,10,15,8,10,5,0.6342,1.1328
4,10,20,1,3,1,0.5290,0.8468
4,10,20,2,3,5,0.5500,0.8859
4,10,20,3,7,2,0.5688,0.9795
4,10,20,4,3,5,0.5799,0.9113
4,10,20,4,10,2,0.5600,1.0195
4,10,20,4,10,10,0.5468,0.9751
4,10,20,5,15,2,0.5083,0.9789
4,10,20,6,5,5,0.5888,0.9967
4,10,20,6,15,3,0.5050,0.9680
4,10,20,8,5,4,0.5751,0.9864
4,20,3,1,3,4,0.3362,0.4171
4,20,3,1,4,1,0.3333,0.4293
4,20,3,1,7,3,0.3550,0.4453
4,20,3,1,10,10,0.3451,0.4468
4,20,3,1,15,10,0.3042,0.4349
4,20,3,2,10,10,0.3438,0.4548
4,20,3,3,4,5,0.3607,0.4444
4,20,3,3,4,10,0.3390,0.4307
4,20,3,3,10,3,0.3436,0.4625
4,20,3,3,10,10,0.3449,0.4530
4,20,4,1,3,2,0.3502,0.4565
4,20,4,1,10,1,0.3451,0.4852
4,20,4,1,10,10,0.3627,0.4583
4,20,4,2,4,10,0.3545,0.4484
4,20,4,2,7,5,0.3703,0.4724
4,20,4,2,15,5,0.3381,0.4746
4,20,4,3,4,2,0.3599,0.4577
4,20,4,4,7,5,0.3722,0.5039
4,20,5,1,3,3,0.3866,0.4558
4,20,5,1,6,1,0.3765,0.4739
4,20,5,1,15,1,0.3344,0.4698
4,20,5,2,3,10,0.3620,0.4788
4,20,5,2,4,5,0.3928,0.4919
4,20,5,3,3,1,0.3726,0.4769
4,20,5,3,15,1,0.3545,0.4845
4,20,5,5,3,1,0.4005,0.4803
4,20,6,2,4,3,0.3930,0.5258
4,20,6,2,7,10,0.4014,0.5073
4,20,6,3,5,3,0.4082,0.5403
4,20,6,3,6,3,0.4145,0.5292
4,20,6,4,3,3,0.4043,0.5020
4,20,6,4,4,1,0.4003,0.5206
4,20,6,5,5,4,0.4222,0.5432
4,20,6,5,7,10,0.3937,0.5261
4,20,6,5,15,5,0.3686,0.5513
4,20,6,6,3,1,0.3959,0.5194
4,20,6,6,4,1,0.4012,0.5186
4,20,6,6,4,3,0.4060,0.5156
4,20,6,6,5,3,0.4096,0.5262
4,20,6,6,7,10,0.4084,0.5408
4,20,10,2,3,2,0.4414,0.5567
4,20,10,2,5,3,0.4628,0.5911
4,20,10,2,15,5,0.4131,0.5942
4,20,10,3,7,5,0.4653,0.6106
4,20,10,4,3,4,0.4689,0.5905
4,20,10,4,7,5,0.4676,0.6446
4,20,10,4,10,3,0.4442,0.6352
4,20,10,5,3,4,0.4563,0.5861
4,20,10,5,10,5,0.4550,0.6548
4,20,10,8,3,2,0.4615,0.5933
4,20,10,8,5,4,0.4751,0.6220
4,20,10,8,10,3,0.4552,0.6501
4,20,10,8,15,5,0.4244,0.6144
4,20,15,1,3,1,0.4736,0.5625
4,20,15,1,4,2,0.4916,0.5797
4,20,15,1,4,3,0.4718,0.5990
4,20,15,2,5,3,0.4786,0.6060
4,20,15,2,7,1,0.4983,0.6202
4,20,15,2,10,2,0.4641,0.6482
4,20,15,3,3,2,0.5025,0.5961
4,20,15,3,10,2,0.4824,0.6515
4,20,15,3,15,3,0.4510,0.6160
4,20,15,4,3,3,0.4827,0.5945
4,20,15,4,15,2,0.4368,0.6420
4,20,15,5,4,10,0.4905,0.6023
4,20,15,5,6,10,0.4965,0.6310
4,20,15,5,7,10,0.5046,0.6407
4,20,15,6,15,4,0.4491,0.6437
4,20,15,8,7,4,0.5078,0.6640
4,20,20,1,10,2,0.4371,0.6043
4,20,20,2,4,4,0.4559,0.5831
4,20,20,5,3,2,0.4593,0.5791
4,20,20,6,4,3,0.4761,0.6066
4,20,20,6,5,4,0.4861,0.6126
4,20,20,6,10,5,0.4718,0.6396
4,20,20,8,6,4,0.4795,0.6123
4,20,20,8,7,3,0.4737,0.6325
4,20,20,8,10,10,0.4454,0.6074
5,2,3,1,3,3,0.3626,0.6407
5,2,3,1,3,10,0.3493,0.6102
5,2,3,2,5,5,0.3823,0.6830
5,2,3,3,6,3,0.3753,0.6980
5,2,4,2,4,3,0.3862,0.6960
5,2,4,2,4,5,0.4063,0.7103
5,2,4,2,6,5,0.4004,0.7280
5,2,4,3,3,4,0.3951,0.6925
5,2,4,3,5,10,0.3777,0.7115
5,2,4,3,7,3,0.3954,0.7486
5,2,4,3,10,5,0.3938,0.7684
5,2,4,4,4,5,0.4066,0.7223
5,2,5,2,4,2,0.4181,0.7301
5,2,5,2,4,3,0.4092,0.7473
5,2,5,2,4,5,0.4241,0.7399
5,2,5,3,15,3,0.3793,0.7756
5,2,5,4,15,3,0.3705,0.7791
5,2,5,5,3,10,0.4116,0.7459
5,2,5,5,4,1,0.4296,0.7542
5,2,5,5,4,3,0.4185,0.7650
5,2,5,5,6,3,0.4097,0.7937
5,2,5,5,10,10,0.3988,0.8066
5,2,5,5,15,10,0.3854,0.7514
5,2,6,1,3,10,0.4122,0.7232
5,2,6,1,4,5,0.4204,0.7675
5,2,6,2,5,4,0.4369,0.8164
5,2,6,2,7,1,0.4362,0.8175
5,2,6,2,7,4,0.4279,0.8187
5,2,6,2,15,2,0.4026,0.8033
5,2,6,3,5,2,0.4330,0.8104
5,2,6,3,10,3,0.4307,0.8671
5,2,6,4,3,2,0.4384,0.7781
5,2,6,4,6,10,0.4468,0.8168
5,2,6,4,7,10,0.4263,0.8269
5,2,6,5,6,1,0.4372,0.8380
5,2,6,6,3,10,0.4271,0.7649
5,2,10,1,3,1,0.4819,0.8752
5,2,10,1,3,3,0.4768,0.8949
5,2,10,2,7,4,0.5046,0.9942
5,2,10,3,4,10,0.5058,0.9148
5,2,10,3,5,2,0.4981,0.9696
5,2,10,3,7,10,0.4945,0.9851
5,2,10,3,15,1,0.4474,0.9488
5,2,10,4,4,1,0.5138,0.9412
5,2,10,4,6,2,0.5246,1.0207
5,2,10,4,10,3,0.5134,1.0622
5,2,10,5,5,4,0.5210,1.0181
5,2,10,5,10,1,0.5099,1.0452
5,2,10,8,15,2,0.4502,1.0145
5,2,15,1,6,5,0.5319,1.0249
5,2,15,1,7,2,0.5175,1.0148
5,2,15,1,10,1,0.5178,1.0075
5,2,15,2,7,5,0.5369,1.0797
5,2,15,3,4,4,0.5615,1.0330
5,2,15,3,5,3,0.5459,1.0613
5,2,15,3,6,2,0.5393,1.0702
5,2,15,4,3,10,0.5231,0.9801
5,2,15,6,4,3,0.5572,1.0732
5,2,15,6,7,1,0.5360,1.1333
5,2,15,6,15,1,0.4845,1.0685
5,2,15,8,5,5,0.5705,1.0990
5,2,15,8,6,10,0.5253,1.0800
5,2,20,1,3,10,0.4745,0.8591
5,2,20,1,4,10,0.4746,0.8627
5,2,20,1,6,10,0.4791,0.9209
5,2,20,1,10,10,0.4672,0.9521
5,2,20,2,4,2,0.4836,0.9201
5,2,20,3,3,1,0.4842,0.9075
5,2,20,3,5,3,0.5077,0.9790
5,2,20,3,15,1,0.4374,0.9652
5,2,20,3,15,2,0.4473,0.9818
5,2,20,4,4,5,0.5141,0.9796
5,2,20,4,5,4,0.5188,1.0093
5,2,20,4,7,2,0.5029,1.0168
5,2,20,5,7,2,0.5152,1.0291
5,2,20,6,3,10,0.5018,0.9229
5,2,20,6,10,2,0.5089,1.0629
5,2,20,6,15,1,0.4529,1.0058
5,2,20,8,7,10,0.5118,0.9944
5,3,3,1,6,10,0.3618,0.6465
5,3,3,1,7,3,0.3854,0.6913
5,3,3,2,4,2,0.3720,0.6687
5,3,3,2,4,10,0.3725,0.6583
5,3,3,2,7,10,0.3655,0.6627
5,3,3,3,3,5,0.3852,0.6542
5,3,3,3,15,2,0.3441,0.6802
5,3,4,1,5,3,0.4040,0.6959
5,3,4,2,4,2,0.3963,0.7147
5,3,4,2,7,2,0.3901,0.7499
5,3,4,2,10,5,0.3863,0.7608
5,3,4,3,6,4,0.4088,0.7528
5,3,4,3,15,5,0.3676,0.7289
5,3,4,4,15,2,0.3655,0.7275
5,3,5,1,5,3,0.4149,0.7526
5,3,5,1,6,10,0.3986,0.7498
5,3,5,3,3,1,0.4101,0.7427
5,3,5,3,7,1,0.4097,0.8027
5,3,5,4,5,3,0.4357,0.7922
5,3,5,5,7,5,0.4498,0.8315
5,3,6,2,3,10,0.4374,0.7647
5,3,6,2,4,5,0.4446,0.8050
5,3,6,2,5,1,0.4414,0.7913
5,3,6,2,6,2,0.4285,0.8124
5,3,6,2,6,10,0.4349,0.7928
5,3,6,2,10,10,0.4274,0.8185
5,3,6,2,15,3,0.4110,0.8036
5,3,6,3,7,4,0.4515,0.8619
5,3,6,3,10,2,0.4345,0.8688
5,3,6,4,3,3,0.4538,0.8104
5,3,6,4,5,2,0.4650,0.8440
5,3,6,5,4,5,0.4639,0.8207
5,3,6,5,10,10,0.4295,0.8536
5,3,6,6,3,5,0.4484,0.8104
5,3,6,6,6,5,0.4679,0.8768
5,3,10,1,3,1,0.4985,0.8761
5,3,10,1,6,1,0.4950,0.9392
5,3,10,2,3,10,0.4781,0.8791
5,3,10,2,5,1,0.5138,0.9611
5,3,10,3,15,1,0.4712,0.9737
5,3,10,4,3,1,0.5150,0.9334
5,3,10,4,15,4,0.4693,1.0122
5,3,10,5,3,5,0.5440,0.9697
5,3,10,5,4,4,0.5360,1.0042
5,3,10,5,6,3,0.5384,1.0463
5,3,10,5,6,5,0.5429,1.0617
5,3,10,5,7,4,0.5369,1.0784
5,3,10,6,5,1,0.5381,1.0108
5,3,10,6,5,10,0.5273,1.0057
5,3,10,6,10,2,0.5038,1.0929
5,3,15,1,10,4,0.5483,1.0555
5,3,15,2,6,10,0.5320,1.0273
5,3,15,2,10,2,0.5377,1.1016
5,3,15,2,10,5,0.5525,1.1064
5,3,15,2,15,3,0.4830,1.0205
5,3,15,3,4,4,0.5566,1.0419
5,3,15,3,4,10,0.5389,0.9995
5,3,15,3,10,3,0.5655,1.1386
5,3,15,3,15,1,0.4986,1.0291
5,3,15,4,5,2,0.5694,1.0642
5,3,15,4,5,4,0.5688,1.0903
5,3,15,5,10,10,0.5511,1.1206
5,3,15,6,4,4,0.5823,1.0994
5,3,15,6,4,5,0.5849,1.1062
5,3,15,6,7,2,0.5676,1.1557
5,3,15,8,6,3,0.5704,1.1426
5,3,15,8,10,2,0.5452,1.1893
5,3,15,8,10,3,0.5700,1.2173
5,3,20,1,4,3,0.5012,0.9116
5,3,20,1,10,1,0.4733,0.9813
5,3,20,2,7,3,0.5231,0.9890
5,3,20,2,7,10,0.4987,0.9797
5,3,20,2,15,10,0.4541,0.9248
5,3,20,3,5,5,0.5238,0.9887
5,3,20,3,6,1,0.5178,0.9994
5,3,20,3,15,10,0.4574,0.9582
5,3,20,4,6,4,0.5383,1.0244
5,3,20,4,7,1,0.5212,1.0374
5,3,20,4,10,3,0.5054,1.0670
5,3,20,4,10,10,0.4939,1.0242
5,3,20,6,4,2,0.5187,0.9956
5,3,20,6,5,4,0.5529,1.0328
5,3,20,6,7,3,0.5434,1.0686
5,3,20,8,5,3,0.5366,1.0132
5,5,3,1,3,2,0.3823,0.6356
5,5,3,1,4,4,0.3845,0.6646
5,5,3,1,10,3,0.3797,0.6892
5,5,3,2,6,4,0.3936,0.7007
5,5,3,3,3,2,0.3954,0.6478
5,5,3,3,6,1,0.3816,0.7046
5,5,3,3,10,4,0.3867,0.7255
5,5,4,1,5,2,0.4034,0.7156
5,5,4,1,6,1,0.4062,0.6956
5,5,4,2,5,2,0.4119,0.7237
5,5,4,2,5,5,0.4276,0.7246
5,5,4,3,3,3,0.4244,0.7037
5,5,4,4,3,4,0.4131,0.7329
5,5,4,4,5,10,0.4235,0.7368
5,5,4,4,6,3,0.4190,0.7761
5,5,4,4,7,10,0.4145,0.7614
5,5,5,1,4,3,0.4319,0.7449
5,5,5,1,6,4,0.4400,0.7602
5,5,5,1,7,4,0.4355,0.7791
5,5,5,2,3,3,0.4317,0.7548
5,5,5,2,4,1,0.4318,0.7437
5,5,5,2,15,3,0.4003,0.7743
5,5,5,2,15,10,0.3886,0.7412
5,5,5,3,3,5,0.4501,0.7624
5,5,5,3,3,10,0.4275,0.7405
5,5,5,3,7,1,0.4511,0.8125
5,5,5,3,7,10,0.4287,0.7748
5,5,5,4,7,5,0.4539,0.8392
5,5,5,5,3,4,0.4535,0.7849
5,5,5,5,4,10,0.4290,0.7546
5,5,5,5,7,10,0.4572,0.8024
5,5,6,1,5,3,0.4576,0.8074
5,5,6,1,6,2,0.4430,0.7953
5,5,6,3,10,3,0.4616,0.8842
5,5,6,4,10,3,0.4553,0.8954
5,5,6,4,15,10,0.4029,0.8292
5,5,6,5,4,2,0.4641,0.8187
5,5,6,5,5,10,0.4709,0.8159
5,5,6,5,6,2,0.4817,0.8581
5,5,6,5,7,2,0.4730,0.8817
5,5,6,6,3,2,0.4616,0.8213
5,5,6,6,10,3,0.4743,0.9182
5,5,10,1,3,2,0.5249,0.8801
5,5,10,1,5,4,0.5266,0.9625
5,5,10,1,6,4,0.5437,0.9669
5,5,10,1,15,3,0.4671,0.9585
5,5,10,2,4,2,0.5323,0.9335
5,5,10,2,6,1,0.5470,0.9635
5,5,10,2,7,2,0.5388,0.9946
5,5,10,2,10,10,0.5151,0.9992
5,5,10,3,5,2,0.5447,0.9850
5,5,10,3,6,3,0.5485,1.0376
5,5,10,4,3,1,0.5341,0.9480
5,5,10,4,5,10,0.5404,0.9733
5,5,10,6,3,1,0.5489,0.9574
5,5,10,8,5,3,0.5518,1.0515
5,5,10,8,15,3,0.4872,1.0436
5,5,15,1,7,1,0.5477,1.0285
5,5,15,1,7,4,0.5836,1.0481
5,5,15,1,10,2,0.5596,1.0686
5,5,15,2,4,3,0.5744,1.0236
5,5,15,2,6,4,0.5984,1.0656
5,5,15,3,3,4,0.5813,1.0269
5,5,15,3,3,5,0.6009,1.0242
5,5,15,3,10,1,0.5816,1.1165
5,5,15,3,15,5,0.5064,1.0803
5,5,15,4,3,3,0.6055,1.0284
5,5,15,4,5,3,0.6153,1.1003
5,5,15,4,6,5,0.6143,1.1334
5,5,15,5,4,5,0.6223,1.1059
5,5,15,5,5,1,0.6149,1.0790
5,5,15,6,3,3,0.6044,1.0709
5,5,15,6,6,2,0.6113,1.1543
5,5,15,8,10,5,0.5947,1.2800
5,5,20,1,3,10,0.4953,0.8557
5,5,20,1,4,5,0.5396,0.9194
5,5,20,2,7,3,0.5295,1.0244
5,5,20,2,15,2,0.4623,0.9707
5,5,20,3,6,3,0.5543,1.0283
5,5,20,3,6,5,0.5631,1.0277
5,5,20,4,4,5,0.5576,0.9944
5,5,20,4,6,5,0.5579,1.0491
5,5,20,5,6,10,0.5559,1.0254
5,5,20,8,4,3,0.5496,0.9971
5,5,20,8,6,2,0.5573,1.0465
5,5,20,8,15,10,0.4871,0.9900
5,10,3,1,3,3,0.4075,0.6122
5,10,3,1,3,4,0.3922,0.6072
5,10,3,1,3,5,0.4137,0.6245
5,10,3,1,4,3,0.4180,0.6113
5,10,3,2,5,1,0.4217,0.6424
5,10,3,3,5,1,0.4014,0.6392
5,10,4,1,3,3,0.4307,0.6357
5,10,4,1,10,3,0.4206,0.7181
5,10,4,1,15,2,0.3869,0.6630
5,10,4,2,7,1,0.4157,0.6955
5,10,4,2,10,10,0.4201,0.6945
5,10,4,3,4,1,0.4196,0.6649
5,10,4,3,5,5,0.4416,0.7114
5,10,4,3,7,4,0.4533,0.7234
